Comment,Specialist,Subclass,Severity
"I've noticed a lump on my head, and I'm having frequent headaches. I've been experiencing this for a few days. The pain is spasmodic and seems to worsen after eating certain foods.",Neurologist,Spinal Cord Injury,4
"My throat is extremely sore, and I have difficulty swallowing. I've been experiencing this for a month. The condition is persistent and seems to worsen after a recent respiratory infection.",ENT Specialist,Vertigo,3
My skin feels rough and looks aged. I've been experiencing this for several months. The condition is dry and seems to worsen after using a new skincare product.,Dermatologist,Warts,9
I'm having difficulty managing my blood sugar levels. I've been experiencing this for a year. The condition is blurry vision and seems to worsen due to lack of sleep.,Diabetologist,Diabetic Ketoacidosis (DKA),1
I experience frequent bouts of indigestion and acid reflux. I've been experiencing this for two weeks. The pain is stabbing and seems to worsen during times of dehydration.,Nephrologist,Proteinuria,10
My digestion has become irregular and painful. I've been experiencing this for a year. The condition is itchy and seems to worsen following a change in diet.,Diabetologist,Peripheral Vascular Disease (PVD),5
I feel lightheaded and have muscle cramps due to calcium imbalances. I've been experiencing this for a month. The condition is low and seems to worsen after a recent illness.,Endocrinologist,Polycystic Ovary Syndrome (PCOS),4
I had a severe allergic reaction and am having trouble breathing. I've been experiencing this for a day. The condition is disorienting and seems to worsen during strenuous physical activity.,Emergency Medicine Specialist,Allergic Reactions (Anaphylaxis),3
Asthma symptoms are worsening in my child. for a month. Intensity: mild. It affects daily activities.. Better with specific treatments.. Worsens due to seasonal changes..,Pediatrics,Attention Deficit Hyperactivity Disorder (ADHD),1
I can't fall asleep or stay asleep at night. I've been experiencing this for the past few years. The intensity is mild but persistent. It severely impacts my ability to function daily. Therapy and medication provide some relief. It tends to get worse after consuming substances..,Psychiatry,Adjustment Disorders,4
I've developed an intolerance to fatty foods. I've been experiencing this for a year. The pain is persistent and seems to worsen after a heavy meal.,Gastroenterologist,Peptic Ulcer Disease,2
I have a burning sensation in my chest. The pain is located in the lower abdomen. It comes and goes in waves. The intensity is moderate and uncomfortable. It makes it hard to concentrate at work. Eases when I avoid certain foods.,Surgical Gastroenterology,Peptic Ulcer Disease,9
I require reconstructive surgery after cancer treatment. I've been dealing with this for a week. The intensity is mild but persistent. It affects my daily activities significantly. I feel better with physical therapy. It tends to get worse due to complications from previous treatments..,Plastic Surgery,Lymphedema,5
I have severe pain in my lower abdomen. I've been experiencing this for a week. The condition is red and inflamed and seems to worsen after eating certain foods.,Urology,Erectile Dysfunction,4
The scan showed some unexpected findings. I have been experiencing symptoms for several months. The scan made me anxious. The outcome was that It confirmed the suspected diagnosis.. The preparation instructions were clear.,Radiology,Ultrasound Imaging,5
I have a chronic cough and frequent shortness of breath. I've been experiencing this for a year. The condition is gradual and seems to worsen after eating large meals.,Hepatologist,Autoimmune Hepatitis,9
Neuroblastoma treatment needed. for a month. Intensity: mild. It impacts play and learning.. Better with specific treatments.. Worsens after diagnosis..,Pediatric Surgery,Esophageal Atresia,7
My blood pressure has been consistently high despite medication. I've been experiencing this for a few days. The condition is itchy and seems to worsen after eating high-sugar foods.,Diabetologist,Diabetic Retinopathy,7
I need help recovering from a recent stroke. I've been dealing with this for a year. The intensity is mild but persistent. It impacts my quality of life significantly. There is no significant relief despite treatments. It tends to get worse due to complications from previous treatments..,Physical Medicine and Rehabilitation,Gait and Balance Training,1
"I've developed a rash that won't go away, and it itches badly. I've been experiencing this for several months. The pain is burning and seems to worsen after physical activity.",Oncologist,Breast Cancer,7
"I have noticed a chronic, productive cough. I've been experiencing this since last winter. The intensity is mild but persistent. It makes it hard to work or concentrate. There is no significant relief despite treatments. It tends to get worse when exposed to cold air..",Pulmonology,Bronchiectasis,9
I've been experiencing severe abdominal pain and nausea. I've been experiencing this for a few days. The condition is chronic and seems to worsen during periods of high stress.,General Surgeon,Lymph Node Biopsy,6
I've noticed a significant decrease in my appetite and unintended weight loss. I've been experiencing this for a year. The condition is intense and seems to worsen when exposed to cold temperatures.,Hepatologist,Liver Transplantation,6
I'm managing gestational diabetes during my pregnancy. I've been experiencing this for a week. The condition is painful and seems to worsen during my menstrual cycle.,Obstetrics & Gynecology,Pregnancy Care,7
I've developed a high fever and rapid breathing. I've been experiencing this for a few hours. The condition is dizzy and seems to worsen due to a sudden illness.,Emergency Medicine Specialist,Cardiac Arrest,1
I experience frequent coughing fits. I've been experiencing this for a month. The intensity is extreme and unbearable. It makes it hard to work or concentrate. There is no significant relief despite treatments. It tends to get worse during seasonal changes..,Pulmonology,Bronchiectasis,2
I had a severe allergic reaction and am having trouble breathing. I've been experiencing this for several days. The condition is disorienting and seems to worsen after an allergic reaction.,Emergency Medicine Specialist,Cardiac Arrest,5
I have recurring ovarian cysts. I've been experiencing this for a week. The condition is severe and seems to worsen during my menstrual cycle.,Obstetrics & Gynecology,Preeclampsia,1
My wisdom teeth are causing discomfort. I've been experiencing this for a few days. The condition is red and inflamed and seems to worsen after using a new dental product.,Dental/OMFS,Temporomandibular joint disorders,5
"I have a constant, dull ache in my lower abdomen. I've been experiencing this for a month. The pain is dull and seems to worsen after eating certain foods.",Gastroenterologist,Celiac Disease,2
My urine has a strange color and odor. I've been experiencing this for a week. The condition is scaly and seems to worsen when I get stressed.,Urology,Urinary Tract Infections (UTIs),1
I feel fatigued and lethargic all the time. I've been experiencing this for several months. The condition is burning and seems to worsen in cold weather.,Diabetologist,Type 1 Diabetes Mellitus,9
Neuroblastoma treatment needed. since birth. Intensity: severe. It causes discomfort.. Improves with rest.. Worsens due to genetics..,Pediatric Surgery,Inguinal Hernias,5
My maze procedure for atrial fibrillation has resulted in some residual chest discomfort. I've been experiencing this for several months. The condition is sore and seems to worsen due to physical activity.,Cardiothoracic Surgeon,Pulmonary thromboendarterectomy,5
I've noticed a significant decrease in my hearing ability. I've been experiencing this for several months. The condition is dizzying and seems to worsen after exposure to allergens.,ENT Specialist,Otitis Media (Middle Ear Infection),8
I experienced some discomfort during the scan. I have been experiencing symptoms for a year. I'm still worried despite the clear results. The outcome was that The imaging suggested further tests.. I needed to drink a special solution.,Radiology,Fluoroscopy,10
I'm dealing with constant fatigue. I've been experiencing this for a few days. The intensity is moderate and uncomfortable. I struggle with basic movements like standing or sitting. Hot or cold compresses provide temporary relief. It tends to get worse after prolonged periods of inactivity.,Rheumatology,Systemic Lupus Erythematosus (SLE),10
I'm having difficulty starting and maintaining a steady stream of urine. I've been experiencing this for a month. The condition is itchy and seems to worsen when I get stressed.,Urology,Urethral Stricture,8
I'm experiencing severe pain in my upper right abdomen. I've been experiencing this for a week. The condition is progressive and seems to worsen after consuming alcohol.,Hepatologist,Autoimmune Hepatitis,6
My skin feels tight and dry after washing. I've been experiencing this for a year. The condition is scaly and seems to worsen after eating certain foods.,Dermatologist,Dermatitis,10
I have severe pain in my lower abdomen. I've been experiencing this for several months. The condition is red and inflamed and seems to worsen after physical activity.,Vascular Surgery,Testicular Cancer,5
I'm experiencing discomfort and pain in my stomach after meals. I've been experiencing this for a week. The condition is uncomfortable and seems to worsen in response to dietary changes.,General Medicine Specialist,"Fever, Cold and Cough",8
I am looking for replantation surgery for my severed finger. I've been dealing with this since last year. The intensity is moderate and uncomfortable. I struggle with physical limitations due to the condition. Pain is slightly eased with medication. It tends to get worse after trauma or accidents..,Plastic Surgery,Maxillofacial Surgery,6
I have a thinning cornea from keratoconus. I've been experiencing this for a few days. The condition is irritated and seems to worsen after long hours of reading.,Ophthalmologist,Blepharitis,5
I have a sore that won't heal and keeps getting worse. I've been experiencing this for several months. The pain is stabbing and seems to worsen when I'm stressed.,Oncologist,Leukemia,8
I've been feeling unusually weak and tired. I've been experiencing this for a few days. The pain is stabbing and seems to worsen after physical activity.,Oncologist,Breast Cancer,8
I'm experiencing frequent nausea and vomiting. I've been experiencing this for a week. The condition is severe and seems to worsen after eating large meals.,Hepatologist,Hepatic Steatosis,2
The scan showed some unexpected findings. I have been experiencing symptoms for a couple of weeks. I felt relieved after the results. The outcome was that No significant findings were observed.. I needed to drink a special solution.,Radiology,Mammography,2
I experience frequent headaches that are becoming more intense. I've been experiencing this for two weeks. The pain is constant and seems to worsen after prolonged sitting.,Nephrologist,Diabetic Nephropathy,3
I have persistent discomfort and burning in my throat. I've been experiencing this for several months. The pain is sharp and seems to worsen in the morning.,Gastroenterologist,Irritable Bowel Syndrome (IBS),3
Rheumatoid arthritis is causing joint pain. I've been dealing with this for the past few years. The intensity is moderate and uncomfortable. I have difficulty with physical activities. Improves with prescribed medication. It tends to get worse after prolonged inactivity..,Orthopedics,Hip Dysplasia,4
My stomach feels full even when I haven't eaten much. I've been experiencing this for a year. The pain is dull and seems to worsen after drinking alcohol.,Gastroenterologist,Gastric Cancer,2
I experience severe joint pain and stiffness. I've been experiencing this for a week. The condition is painful and seems to worsen during hormonal changes.,Endocrinologist,Reproductive endocrinology disorders,2
There is swelling in my jaw after surgery. I've been experiencing this for a month. The condition is painful and seems to worsen in cold weather.,Dental/OMFS,Tooth extraction,1
I'm experiencing vision loss from diabetic retinopathy. I've been experiencing this for a few days. The condition is red and seems to worsen during allergy season.,Ophthalmologist,Keratoconus,7
I'm frequently feeling fatigued due to breathing problems. I've been experiencing this for a couple of weeks. The intensity is moderate and uncomfortable. I have difficulty sleeping due to the breathing issues. Using a nebulizer provides temporary relief. It tends to get worse when exposed to cold air..,Pulmonology,Bronchiectasis,9
I have ongoing issues with substance dependence. I've been experiencing this since last winter. The intensity is severe and debilitating. It limits my ability to engage in social activities. There is no significant relief despite various treatments. It tends to get worse following traumatic events..,Psychiatry,"Eating Disorders (e.g., Anorexia Nervosa, Bulimia Nervosa)",6
I frequently have episodes of acid reflux that cause discomfort. I've been experiencing this for a few days. The condition is chronic and seems to worsen due to underlying health conditions.,General Medicine Specialist,Rheumatoid Arthritis,8
I suddenly lost vision and have severe headache and weakness. I've been experiencing this for a few hours. The condition is critical and seems to worsen after ingesting a harmful substance.,Emergency Medicine Specialist,Poisoning,10
I had to undergo multiple imaging tests. I have been experiencing symptoms for a few days. I'm still worried despite the clear results. The outcome was that It confirmed the suspected diagnosis.. I was given a contrast injection.,Radiology,Bone Densitometry (DEXA Scan),3
"My bowel movements have changed, and I often have diarrhea. I've been experiencing this for a week. The pain is dull and seems to worsen after physical activity.",Oncologist,Ovarian Cancer,7
I am seeking cosmetic surgery to improve my appearance. I've been dealing with this since last year. The intensity is severe and debilitating. I struggle with physical limitations due to the condition. Pain is slightly eased with medication. It tends to get worse following a surgical procedure..,Plastic Surgery,Lymphedema,1
I took an overdose of medication and feel disoriented. I've been experiencing this for a day. The condition is nauseating and seems to worsen following drug use.,Emergency Medicine Specialist,Trauma,7
The thoracic aortic aneurysm repair caused some residual discomfort and occasional sharp pains. I've been experiencing this for a month. The condition is post-surgical and seems to worsen after medication.,Cardiothoracic Surgeon,Pulmonary thromboendarterectomy,2
I've been having trouble sleeping and often wake up restless. I've been experiencing this for a few days. The pain is burning and seems to worsen after consuming salty foods.,Nephrologist,Hematuria,10
I have severe pain in my stomach. The pain is located in the around the belly button. It comes and goes in waves. The intensity is extreme and unbearable. It limits my physical activity. Eases when I avoid certain foods.,Surgical Gastroenterology,Peptic Ulcer Disease,6
My teeth are sensitive to hot and cold. I've been experiencing this for a month. The condition is scaly and seems to worsen when I get stressed.,Dental/OMFS,Dental implants,1
I feel bloated and can't seem to get relief. The pain is located in the under the ribs. The pain started suddenly. The intensity is extreme and unbearable. It makes it hard to concentrate at work. Improves slightly with over-the-counter medication.,Surgical Gastroenterology,Diverticulitis,4
There is constant pain and swelling around my abdomen after an injury. I've been experiencing this for a few days. The condition is debilitating and seems to worsen following a trauma.,General Surgeon,Lymph Node Biopsy,6
I'm experiencing frequent nausea and vomiting. I've been experiencing this for a year. The condition is acute and seems to worsen after skipping meals.,Hepatologist,Liver Biopsy,6
There's swelling in my abdomen that's getting worse. I've been experiencing this a few weeks. The condition is stabbing and seems to worsen cold weather.,Cardiology,Peripheral artery disease,9
There are dark spots forming on my face. I've been experiencing this for a month. The condition is itchy and seems to worsen after using a new skincare product.,Dermatologist,Skin Allergies,10
My child has a urinary tract infection. for a few days. Intensity: severe. It limits physical activities.. Improves with rest and care.. Worsens after a stressful event..,Pediatrics,Asthma,5
I'm experiencing dizziness and a spinning sensation. I've been experiencing this for several weeks. The condition is persistent and seems to worsen following excessive use of voice.,ENT Specialist,Laryngitis,7
"There is a dull pain on my right side, near the liver. I've been experiencing this for a week. The pain is cramping and seems to worsen when I'm lying down.",Gastroenterologist,Pancreatitis,8
There are concerns about developmental delays. for a few days. Intensity: extreme. It causes discomfort.. Better with specific treatments.. Worsens after physical exertion..,Pediatrics,Childhood Obesity,2
I need surgery to repair damage from a recent burn. I've been dealing with this for a couple of weeks. The intensity is severe and debilitating. It impacts my self-esteem and confidence. There is no significant relief despite treatments. It tends to get worse after trauma or accidents..,Plastic Surgery,Diabetic Foot & Chronic Wounds,3
My ankles and feet have been swelling significantly lately. I've been experiencing this for a month. The pain is sharp and seems to worsen when I skip meals.,Nephrologist,Renal Failure,1
The ventricular septal defect closure resulted in a feeling of tightness and occasional discomfort. I've been experiencing this for a year. The condition is post-surgical and seems to worsen in cold weather.,Cardiothoracic Surgeon,Mediastinal tumor resection,6
I have sharp abdominal pain and nausea. I've been experiencing this for a day. The condition is painful and seems to worsen following a traumatic event.,Emergency Medicine Specialist,Respiratory Failure,6
I hit my head hard and am experiencing confusion and nausea. I've been experiencing this for several days. The condition is severe and seems to worsen following drug use.,Emergency Medicine Specialist,Trauma,2
I've had episodes of sudden and intense chest pain. I've been experiencing this a few days. The condition is intermittent and seems to worsen cold weather.,Cardiology,Peripheral artery disease,2
I've been having difficulty speaking and my vision is blurred. I've been experiencing this for a week. The pain is sharp and seems to worsen in the morning.,Neurologist,Brain Tumors,8
There is persistent discomfort and pain in my abdomen following a trauma. I've been experiencing this for a month. The condition is discomforting and seems to worsen due to dietary changes.,General Surgeon,Abdominal Trauma,4
"My throat is extremely sore, and I have difficulty swallowing. I've been experiencing this for several months. The condition is distressing and seems to worsen due to underlying health conditions.",ENT Specialist,Vertigo,5
Asthma symptoms are worsening in my child. for several months. Intensity: extreme. It requires regular check-ups.. Better with specific treatments.. Worsens after physical exertion..,Pediatrics,Urinary Tract Infections (UTIs),6
I've noticed a significant decrease in my hearing ability. I've been experiencing this for a few days. The condition is annoying and seems to worsen following a cold.,ENT Specialist,Sleep Apnea,2
The imaging process was painless and fast. I have been experiencing symptoms for a few days. I felt relieved after the results. The outcome was that The scan showed minor abnormalities.. The preparation instructions were clear.,Radiology,Mammography,8
My child has an inguinal hernia. for a few days. Intensity: mild. It causes discomfort.. No relief from treatments.. Worsens following an injury..,Pediatric Surgery,Pediatric Tumors,8
I'm experiencing itchy rashes all over my body. I've been experiencing this for a year. The condition is red and inflamed and seems to worsen after exposure to the sun.,Dermatologist,Moles and Birthmarks,7
"My memory has been failing, and I forget recent events. I've been experiencing this for several months. The pain is radiating and seems to worsen when I try to concentrate.",Neurologist,Brain Tumors,3
Neuroblastoma treatment needed. since birth. Intensity: severe. It impacts play and learning.. Relief with medication.. Worsens after diagnosis..,Pediatric Surgery,Pyloric Stenosis,5
"I've undergone a biopsy of a swollen lymph node, and I'm awaiting results. I've been experiencing this for a week. The condition is discomforting and seems to worsen following an abdominal injury.",General Surgeon,Abscesses,3
I've had multiple episodes of confusion and agitation. I've been experiencing this for several months. The condition is disabling and seems to worsen after falling.,Geriatrician,Malnutrition,3
"I have noticed a chronic, productive cough. I've been experiencing this for a month. The intensity is severe and debilitating. I can't engage in physical activities I used to enjoy. The symptoms are slightly eased with medication. It tends to get worse when exposed to cold air..",Pulmonology,Pulmonary Hypertension,8
Asthma symptoms are worsening in my child. for a few days. Intensity: moderate. It limits physical activities.. Better with specific treatments.. Worsens following certain foods..,Pediatrics,Immunizations and Preventive Care,8
I'm dealing with progressive kidney disease and frequent fatigue. I've been experiencing this for a few days. The condition is irritating and seems to worsen following a recent illness.,General Medicine Specialist,Asthma,9
I have a burning sensation during urination. I've been experiencing this for a year. The condition is painful and seems to worsen in cold weather.,Urology,Interstitial Cystitis,3
I have persistent bad breath despite brushing regularly. I've been experiencing this for several months. The condition is itchy and seems to worsen after exposure to the sun.,Dental/OMFS,Cleft lip and palate repair,10
I am in need of neurological rehabilitation after a condition. I've been dealing with this since last year. The intensity is severe and debilitating. I have difficulty with basic movements. I feel better with specialized exercises. It tends to get worse after intensive physical therapy sessions..,Physical Medicine and Rehabilitation,Sports Injury Rehabilitation,5
I had an ectopic pregnancy recently. I've been experiencing this for several months. The condition is persistent and seems to worsen after physical activity.,Obstetrics & Gynecology,Menopause Management,8
"My hands tremble uncontrollably, and I find it hard to write. I've been experiencing this for a year. The pain is radiating and seems to worsen when I'm tired.",Neurologist,Parkinson's Disease,1
The imaging process was painless and fast. I have been experiencing symptoms for a few days. I'm unsure about the next steps after the scan. The outcome was that The scan showed minor abnormalities.. The preparation instructions were clear.,Radiology,Mammography,4
I have difficulty walking and maintaining balance. I've been experiencing this for several months. The condition is severe and seems to worsen with seasonal changes.,Geriatrician,Osteoporosis,2
I have irregular periods and high levels of androgen hormones. I've been experiencing this for a year. The condition is fatigued and seems to worsen during periods of stress.,Endocrinologist,Metabolic syndrome,3
I have severe pain in my stomach. The pain is located in the around the belly button. It comes and goes in waves. The intensity is moderate and uncomfortable. It makes it hard to concentrate at work. Improves slightly with over-the-counter medication.,Surgical Gastroenterology,"Inflammatory Bowel Disease (Crohn's Disease, Ulcerative Colitis)",5
There are whiteheads forming on my forehead. I've been experiencing this for several months. The condition is red and inflamed and seems to worsen after eating certain foods.,Dermatologist,Acne,1
I have a burning sensation in my chest. The pain is located in the under the ribs. It comes and goes in waves. The intensity is extreme and unbearable. I have difficulty performing daily activities. Only relieved by lying down.,Surgical Gastroenterology,Hemorrhoids,7
My muscles feel weak and fatigued. I've been experiencing this for the past few years. The intensity is mild but persistent. It affects my ability to perform daily tasks. I feel better with over-the-counter pain relief. It tends to get worse when I wake up in the morning.,Rheumatology,Systemic Lupus Erythematosus (SLE),3
I have difficulty managing my medications and often forget doses. I've been experiencing this for several months. The condition is severe and seems to worsen following medication changes.,Geriatrician,Visual and Hearing Impairments,5
I had to stay still for a long time during the scan. I have been experiencing symptoms for several months. I felt relieved after the results. The outcome was that It ruled out any major concerns.. I was given a contrast injection.,Radiology,Myelography,10
My valve repair/replacement surgery was followed by a lingering feeling of pressure and occasional pain. I've been experiencing this for a month. The condition is post-surgical and seems to worsen in cold weather.,Cardiothoracic Surgeon,Pericardial window creation,5
I'm having difficulty starting and maintaining a steady stream of urine. I've been experiencing this for a few days. The condition is scaly and seems to worsen when I get stressed.,Urology,Urethral Stricture,7
There is a growth on my skin that has become increasingly painful. I've been experiencing this for several weeks. The condition is acute and seems to worsen after engaging in physical activity.,General Surgeon,Breast Cancer,6
I've been experiencing confusion and memory issues. I've been experiencing this for several months. The condition is intense and seems to worsen when I get stressed.,Hepatologist,Hepatitis,4
"My blood sugar levels fluctuate unpredictably, impacting my daily life. I've been experiencing this for several months. The condition is debilitating and seems to worsen following medication changes.",General Medicine Specialist,Osteoarthritis,1
I experience frequent coughing fits. I've been experiencing this for a couple of weeks. The intensity is moderate and uncomfortable. I have difficulty sleeping due to the breathing issues. Using a nebulizer provides temporary relief. It tends to get worse after a respiratory infection..,Pulmonology,Bronchiectasis,10
The results were clear and informative. I have been experiencing symptoms since last winter. I'm still worried despite the clear results. The outcome was that The imaging suggested further tests.. I needed to drink a special solution.,Radiology,Bone Densitometry (DEXA Scan),1
I have a persistent itch on my lower back. I've been experiencing this for a few days. The condition is scaly and seems to worsen after eating certain foods.,Dermatologist,Psoriasis,3
I've been losing weight without any clear reason. I've been experiencing this for a month. The pain is burning and seems to worsen after eating gluten.,Gastroenterologist,Diverticulitis,10
My eye is painful due to a corneal ulcer. I've been experiencing this for several months. The condition is blurry and seems to worsen after eye strain.,Ophthalmologist,Glaucoma,6
I experience frequent coughing fits. I've been experiencing this for a year. The intensity is moderate and uncomfortable. I struggle with basic movements like walking or climbing stairs. Avoiding certain allergens helps manage the symptoms. It tends to get worse during seasonal changes..,Pulmonology,Cystic Fibrosis,5
I have issues with my wrist and need surgical correction. I've been dealing with this for the past few years. The intensity is moderate and uncomfortable. It affects my daily activities significantly. I feel better with physical therapy. It tends to get worse after trauma or accidents..,Plastic Surgery,Cosmetic Surgery,6
Rheumatoid arthritis is causing joint pain. I've been dealing with this for several months. The intensity is mild but persistent. I have difficulty with physical activities. Eases with rest and proper care. It tends to get worse following injury or trauma..,Orthopedics,Plantar Fasciitis,1
I've noticed blood in my urine over the past few days. I've been experiencing this for a few days. The pain is dull and seems to worsen when I'm stressed.,Nephrologist,Hematuria,4
Bursitis is inflaming my shoulder. I've been dealing with this since childhood. The intensity is moderate and uncomfortable. It affects my daily activities. Eases with rest and proper care. It tends to get worse during weather changes..,Orthopedics,Bone Spurs,6
I have chronic wounds that require specialized microsurgery. I've been dealing with this for a few days. The intensity is severe and debilitating. It affects my daily activities significantly. Specialized wound care provides some relief. It tends to get worse after trauma or accidents..,Plastic Surgery,Burns,5
I need treatment for a sports-related injury. I've been dealing with this for the past few years. The intensity is severe and debilitating. It limits my ability to engage in social activities. I feel better with specialized exercises. It tends to get worse due to complications from previous treatments..,Physical Medicine and Rehabilitation,Assistive Device Training,10
I have been diagnosed with polycystic ovary syndrome and am struggling with symptoms. I've been experiencing this for a year. The condition is unpredictable and seems to worsen after eating sugary foods.,Endocrinologist,Metabolic syndrome,5
My urine is dark and concentrated even when I drink plenty of water. I've been experiencing this for a week. The pain is dull and seems to worsen after physical activity.,Nephrologist,Acute Kidney Injury (AKI),4
I've noticed unusual swelling in my lower abdomen. I've been experiencing this for a few days. The condition is red and inflamed and seems to worsen after drinking alcohol.,Urology,Bladder Cancer,8
There's a persistent pain in my back that won't go away. I've been experiencing this for a week. The pain is throbbing and seems to worsen after physical activity.,Oncologist,Prostate Cancer,10
My skin is oily and prone to breakouts. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen after eating certain foods.,Dermatologist,Keloids,2
I experience shortness of breath even with minimal activity. I've been experiencing this for a day. The pain is stabbing and seems to worsen after prolonged sitting.,Nephrologist,Kidney Stones,1
I've been struggling with constipation and abdominal pain. I've been experiencing this for a few days. The pain is throbbing and seems to worsen when I'm lying down.,Gastroenterologist,Hepatitis,9
We're treating undescended testicles. since birth. Intensity: mild. It limits mobility.. Relief with medication.. Worsens after physical activity..,Pediatric Surgery,Esophageal Atresia,5
My child has a cleft lip. for a month. Intensity: extreme. It causes discomfort.. Better with specific treatments.. Worsens after physical activity..,Pediatric Surgery,Undescended Testicles,10
I have a chronic cough and difficulty breathing. I've been experiencing this for a month. The condition is intense and seems to worsen during seasonal changes.,General Medicine Specialist,Hypertension,4
I have trouble maintaining an erection. I've been experiencing this for a few days. The condition is painful and seems to worsen when I get stressed.,Urology,Incontinence (Urinary and Fecal),6
I have severe acne that won't go away. I've been experiencing this for a week. The condition is dry and seems to worsen after eating certain foods.,Dermatologist,Rosacea,3
I feel lightheaded and have muscle cramps due to calcium imbalances. I've been experiencing this for several months. The condition is irregular and seems to worsen during menopause.,Endocrinologist,Reproductive endocrinology disorders,9
My teeth are sensitive to hot and cold. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen after exposure to the sun.,Dental/OMFS,Salivary gland disorders,2
I've been dealing with chronic dryness on my hands. I've been experiencing this for a week. The condition is scaly and seems to worsen after using a new skincare product.,Dermatologist,Skin Allergies,4
My cholesterol levels are very high. I've been experiencing this a few weeks. The condition is persistent and seems to worsen physical activity.,Cardiology,Cardiac arrest,8
I have a chronic cough that worsens at night. I've been experiencing this for the past few years. The intensity is mild but persistent. I can't engage in physical activities I used to enjoy. There is no significant relief despite treatments. It tends to get worse when exposed to cold air..,Pulmonology,Pulmonary Embolism,9
I'm experiencing itchy rashes all over my body. I've been experiencing this for several months. The condition is itchy and seems to worsen when I get stressed.,Dermatologist,Keloids,9
I have a constant tickling sensation in my throat that triggers coughing. I've been experiencing this for a month. The condition is annoying and seems to worsen due to dry air.,ENT Specialist,Hearing Loss,7
I experience swelling in my knees. I've been experiencing this for several months. The intensity is mild but persistent. It affects my ability to perform daily tasks. Pain is slightly eased with rest. It tends to get worse after I engage in physical activity.,Rheumatology,Psoriatic Arthritis,4
Eczema has been affecting my child's skin. for several months. Intensity: moderate. It requires regular check-ups.. Improves with rest and care.. Worsens after physical exertion..,Pediatrics,Childhood Obesity,8
Pediatric hypertension is being monitored. for a month. Intensity: moderate. It causes discomfort.. Better with specific treatments.. Worsens due to seasonal changes..,Pediatrics,Allergies,4
I've developed unexplained bleeding from my gums. I've been experiencing this for a few days. The pain is dull and seems to worsen when I wake up.,Oncologist,Pancreatic Cancer,6
My dentures don't fit properly and cause pain. I've been experiencing this for a few days. The condition is scaly and seems to worsen after using a new dental product.,Dental/OMFS,Wisdom teeth removal,2
I experience frequent headaches that are becoming more intense. I've been experiencing this for a week. The pain is burning and seems to worsen early in the morning.,Nephrologist,Hematuria,2
I've been experiencing fatigue and unexplained weight loss. I've been experiencing this for a year. The condition is elevated and seems to worsen in cold weather.,Endocrinologist,Menopause and hormone replacement therapy,6
I took an overdose of medication and feel disoriented. I've been experiencing this for several days. The condition is painful and seems to worsen after an accident.,Emergency Medicine Specialist,Near Drowning,9
My child has frequent allergic reactions. for several months. Intensity: moderate. It affects daily activities.. Relief with prescribed medication.. Worsens after physical exertion..,Pediatrics,Allergies,7
The ventricular septal defect closure resulted in a feeling of tightness and occasional discomfort. I've been experiencing this for a few days. The condition is sore and seems to worsen due to physical activity.,Cardiothoracic Surgeon,Diaphragmatic hernia repair,10
"I get a burning sensation in my throat, especially at night. I've been experiencing this for a year. The pain is dull and seems to worsen in the morning.",Gastroenterologist,Peptic Ulcer Disease,2
I've been experiencing dizziness and my hands shake. I've been experiencing this for a few days. The pain is spasmodic and seems to worsen after taking certain medications.,Neurologist,Stroke,7
I'm frequently feeling fatigued due to breathing problems. I've been experiencing this for a year. The intensity is extreme and unbearable. I can't engage in physical activities I used to enjoy. There is no significant relief despite treatments. It tends to get worse when I come into contact with allergens..,Pulmonology,Bronchitis,8
My vision is blurry because of macular degeneration. I've been experiencing this for a few days. The condition is blurry and seems to worsen after long hours of reading.,Ophthalmologist,Ptosis (Drooping Eyelid),1
I'm having trouble digesting food properly. The pain is located in the lower abdomen. It is constant and unrelenting. The intensity is extreme and unbearable. I have difficulty performing daily activities. Improves slightly with over-the-counter medication.,Surgical Gastroenterology,Hemorrhoids,4
I'm anxious about the scan results. I have been experiencing symptoms for a couple of weeks. I was reassured by the doctor's explanation. The outcome was that It confirmed the suspected diagnosis.. I needed to drink a special solution.,Radiology,Ultrasound Imaging,4
I feel lightheaded and have muscle cramps due to calcium imbalances. I've been experiencing this for a week. The condition is low and seems to worsen following a change in medication.,Endocrinologist,Polycystic Ovary Syndrome (PCOS),7
I have severe pain in my stomach. The pain is located in the lower abdomen. It comes and goes in waves. The intensity is severe and debilitating. It limits my physical activity. Eases when I avoid certain foods.,Surgical Gastroenterology,Diverticulitis,5
I am receiving geriatric rehabilitation for age-related mobility issues. I've been dealing with this since last year. The intensity is mild but persistent. I have difficulty with basic movements. Assistive devices provide some relief. It tends to get worse due to complications from previous treatments..,Physical Medicine and Rehabilitation,Sports Injury Rehabilitation,3
I feel an overall sense of itching without any rash or skin changes. I've been experiencing this for a few days. The pain is severe and seems to worsen after consuming salty foods.,Nephrologist,Renal Tubular Acidosis (RTA),3
My teeth are sensitive to hot and cold. I've been experiencing this for a week. The condition is dry and seems to worsen in cold weather.,Dental/OMFS,Salivary gland disorders,1
I experience severe joint pain and stiffness. I've been experiencing this for a few days. The condition is severe and seems to worsen following a sedentary lifestyle.,Endocrinologist,Osteoporosis and other metabolic bone diseases,6
